,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
1115,67fb7cce-a877-4e71-b61b-beee82fca268,D03,JERC,JERC,"JERC_001.basePlot.all,JERC_002.basePlot.all,JERC_003.basePlot.all,JERC_004.basePlot.all,JERC_005.basePlot.all,JERC_006.basePlot.all,JERC_007.basePlot.all,JERC_008.basePlot.all,JERC_009.basePlot.all,JERC_010.basePlot.all,JERC_011.basePlot.all,JERC_012.basePlot.all,JERC_013.basePlot.all,JERC_014.basePlot.all,JERC_015.basePlot.all,JERC_016.basePlot.all,JERC_017.basePlot.all,JERC_018.basePlot.all,JERC_019.basePlot.all,JERC_020.basePlot.all,JERC_021.basePlot.all,JERC_022.basePlot.all,JERC_023.basePlot.all,JERC_024.basePlot.all,JERC_025.basePlot.all,JERC_027.basePlot.all,JERC_028.basePlot.all,JERC_029.basePlot.all,JERC_030.basePlot.all,JERC_031.basePlot.all,JERC_032.basePlot.all,JERC_033.basePlot.all,JERC_034.basePlot.all,JERC_035.basePlot.all,JERC_036.basePlot.all,JERC_038.basePlot.all,JERC_040.basePlot.all,JERC_041.basePlot.all,JERC_042.basePlot.all,JERC_044.basePlot.all,JERC_047.basePlot.all,JERC_048.basePlot.all,JERC_049.basePlot.all,JERC_050.basePlot.all,JERC_051.basePlot.all,JERC_052.basePlot.all,JERC_053.basePlot.all,JERC_054.basePlot.all,JERC_055.basePlot.all,JERC_056.basePlot.all,JERC_057.basePlot.all,JERC_058.basePlot.all,JERC_059.basePlot.all,JERC_060.basePlot.all,JERC_061.basePlot.all,JERC_062.basePlot.all,JERC_063.basePlot.all,JERC_064.basePlot.all,JERC_065.basePlot.all,JERC_066.basePlot.all,JERC_002.tickPlot.tck,JERC_004.tickPlot.tck,JERC_005.tickPlot.tck,JERC_010.tickPlot.tck,JERC_011.tickPlot.tck,JERC_034.tickPlot.tck,JERC_044.tickPlot.tck,JERC_002.mammalGrid.mam,JERC_003.mammalGrid.mam,JERC_005.mammalGrid.mam,JERC_006.mammalGrid.mam,JERC_008.mammalGrid.mam,JERC_009.mammalGrid.mam,JERC_016.mammalGrid.mam,JERC_019.mammalGrid.mam,JERC_002.birdGrid.brd,JERC_003.birdGrid.brd,JERC_005.birdGrid.brd,JERC_006.birdGrid.brd,JERC_011.birdGrid.brd,JERC_013.birdGrid.brd,JERC_028.birdGrid.brd,JERC_031.birdGrid.brd,JERC_042.birdGrid.brd,JERC_069.mosquitoPoint.mos,JERC_070.mosquitoPoint.mos,JERC_071.mosquitoPoint.mos,JERC_072.mosquitoPoint.mos,JERC_073.mosquitoPoint.mos,JERC_074.mosquitoPoint.mos,JERC_075.mosquitoPoint.mos,JERC_076.mosquitoPoint.mos,JERC_077.mosquitoPoint.mos,JERC_078.mosquitoPoint.mos,JERC_079.mosquitoPoint.mos,JERC_067.phenology.phe,JERC_068.phenology.phe,JERC,SOILPL100426,SOILPL100427,SOILPL100428,SOILPL103191,SOILPL103245,MEGAPT100975,TOWER100381,HUT106240,AIRSHED",7/23/18,7/23/18,N,actual,,JERC.20180723.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,secondary,severe thunderstorms with many downed trees throughout site.,mkerstein@neoninc.org,,20241118T170410Z,RELEASE-2025
1128,90031d18-8443-405f-8250-c2087cb0f6b2,D03,JERC,JERC,"JERC_001.basePlot.all,JERC_002.basePlot.all,JERC_003.basePlot.all,JERC_004.basePlot.all,JERC_005.basePlot.all,JERC_006.basePlot.all,JERC_007.basePlot.all,JERC_008.basePlot.all,JERC_009.basePlot.all,JERC_010.basePlot.all,JERC_011.basePlot.all,JERC_012.basePlot.all,JERC_013.basePlot.all,JERC_014.basePlot.all,JERC_015.basePlot.all,JERC_016.basePlot.all,JERC_017.basePlot.all,JERC_018.basePlot.all,JERC_019.basePlot.all,JERC_020.basePlot.all,JERC_021.basePlot.all,JERC_022.basePlot.all,JERC_023.basePlot.all,JERC_024.basePlot.all,JERC_025.basePlot.all,JERC_027.basePlot.all,JERC_028.basePlot.all,JERC_029.basePlot.all,JERC_030.basePlot.all,JERC_031.basePlot.all,JERC_032.basePlot.all,JERC_033.basePlot.all,JERC_034.basePlot.all,JERC_035.basePlot.all,JERC_036.basePlot.all,JERC_038.basePlot.all,JERC_040.basePlot.all,JERC_041.basePlot.all,JERC_042.basePlot.all,JERC_044.basePlot.all,JERC_047.basePlot.all,JERC_048.basePlot.all,JERC_049.basePlot.all,JERC_050.basePlot.all,JERC_051.basePlot.all,JERC_052.basePlot.all,JERC_053.basePlot.all,JERC_054.basePlot.all,JERC_055.basePlot.all,JERC_056.basePlot.all,JERC_057.basePlot.all,JERC_058.basePlot.all,JERC_059.basePlot.all,JERC_060.basePlot.all,JERC_061.basePlot.all,JERC_062.basePlot.all,JERC_063.basePlot.all,JERC_064.basePlot.all,JERC_065.basePlot.all,JERC_066.basePlot.all,JERC_002.tickPlot.tck,JERC_004.tickPlot.tck,JERC_005.tickPlot.tck,JERC_010.tickPlot.tck,JERC_011.tickPlot.tck,JERC_034.tickPlot.tck,JERC_044.tickPlot.tck,JERC_002.mammalGrid.mam,JERC_003.mammalGrid.mam,JERC_005.mammalGrid.mam,JERC_006.mammalGrid.mam,JERC_008.mammalGrid.mam,JERC_009.mammalGrid.mam,JERC_016.mammalGrid.mam,JERC_019.mammalGrid.mam,JERC_002.birdGrid.brd,JERC_003.birdGrid.brd,JERC_005.birdGrid.brd,JERC_006.birdGrid.brd,JERC_011.birdGrid.brd,JERC_013.birdGrid.brd,JERC_028.birdGrid.brd,JERC_031.birdGrid.brd,JERC_042.birdGrid.brd,JERC_069.mosquitoPoint.mos,JERC_070.mosquitoPoint.mos,JERC_071.mosquitoPoint.mos,JERC_072.mosquitoPoint.mos,JERC_073.mosquitoPoint.mos,JERC_074.mosquitoPoint.mos,JERC_075.mosquitoPoint.mos,JERC_076.mosquitoPoint.mos,JERC_077.mosquitoPoint.mos,JERC_078.mosquitoPoint.mos,JERC_079.mosquitoPoint.mos,JERC_067.phenology.phe,JERC_068.phenology.phe,JERC,SOILPL100426,SOILPL100427,SOILPL100428,SOILPL103191,SOILPL103245,MEGAPT100975,TOWER100381,HUT106240,AIRSHED",10/10/18,10/10/18,N,actual,,JERC.20181010.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-windDamage,Hurricane Michael,,,,,,,,secondary,wind speeds sustained up to 50mph.,mbenedict@battelleecology.org,,20241118T020618Z,RELEASE-2025
1176,075693d1-3051-463c-8221-35fa0420679a,D03,JERC,JERC,SOILPL103191,1/16/20,1/16/20,N,actual,,JERC.20200116.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,1,1,per count,primary,"Rotting dead tree fell in plot. There is a hole where it used to stand and the tree will remain fallen in plot. Tree is a 1000 hour fuel load, large tree. PVC housing had to be adjusted as the tree struck the PVC and drove it deeper into the ground by approximately 3 inches.",0000-0002-4743-3925,,20241118T105135Z,RELEASE-2025
1182,9a089abe-5c77-4fdd-83e1-d6463db97102,D03,JERC,JERC,JERC_005.mammalGrid.mam,2/1/20,3/2/20,Y,,,JERC.20200201.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,10,100,square m,primary,Evidence of ponding in low areas.,0000-0001-5833-8133,,20241118T014135Z,RELEASE-2025
1185,f08ea699-0d7b-4ead-afdd-02c37a12f3f3,D03,JERC,JERC,"JERC_057.basePlot.all, JERC_069.mosquitoPoint.mos, JERC_003.mammalGrid.mam, JERC_019.mammalGrid.mam, JERC_003.basePlot.all, JERC_028.basePlot.all, JERC_054.basePlot.all, JERC_003.birdGrid.brd, JERC_050.basePlot.all, JERC_036.basePlot.all",2/15/20,3/16/20,Y,,,JERC.20200215.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,7,10,m,primary,Flint River and surrounding creeks flooded on and off over four weeks and peaked at about 32 feet (moderate flooding) on (estimate) 20200308. Initial flood stage was reported at 24 feet. JERC_057 was observed to be flooded on 20200225; NW and SW subplots were flooded where creek channel runs through plot. The water subsided and rose again and additional flooding was observed on 20200309 at the plots listed above. AIS groundwater wells were also flooded along with large areas of JERC along the waterways. Several roads to our plots were flooded.,0000-0001-5833-8133,,20241118T014135Z,RELEASE-2025
1188,e57414c1-c1d3-4992-baff-4b9ed1d31bd4,D03,JERC,JERC,"JERC_057.basePlot.all, JERC_069.mosquitoPoint.mos, JERC_003.mammalGrid.mam, JERC_019.mammalGrid.mam, JERC_003.basePlot.all, JERC_028.basePlot.all, JERC_054.basePlot.all, JERC_003.birdGrid.brd, JERC_050.basePlot.all, JERC_036.basePlot.all",3/16/20,3/31/20,N,,,JERC.20200215.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,7,10,m,primary,Flint River and surrounding creeks flooded on and off over four weeks and peaked at about 32 feet (moderate flooding) on (estimate) 20200308. Initial flood stage was reported at 24 feet. JERC_057 was observed to be flooded on 20200225; NW and SW subplots were flooded where creek channel runs through plot. The water subsided and rose again and additional flooding was observed on 20200309 at the plots listed above. AIS groundwater wells were also flooded along with large areas of JERC along the waterways. Several roads to our plots were flooded.,0000-0001-5833-8133,,20241118T014135Z,RELEASE-2025
1189,dd132f04-927f-4765-bae1-cdbfba79f3ee,D03,JERC,JERC,JERC_005.mammalGrid.mam,3/2/20,4/1/20,Y,actual,,JERC.20200201.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,10,100,square m,primary,Evidence of ponding in low areas.,0000-0001-5833-8133,,20241118T053216Z,RELEASE-2025
1199,f3ac6a67-dc15-41e1-bfb1-003ee42f7a32,D03,JERC,JERC,JERC_005.mammalGrid.mam,4/1/20,5/1/20,N,,,JERC.20200201.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,10,100,square m,primary,Evidence of ponding in low areas.,0000-0001-5833-8133,,20241118T032923Z,RELEASE-2025
1360,2c048b56-16f3-4630-aa5e-7f54ca74d6c0,D03,JERC,JERC,"JERC_001.basePlot.all,JERC_002.basePlot.all,JERC_003.basePlot.all,JERC_004.basePlot.all,JERC_005.basePlot.all,JERC_006.basePlot.all,JERC_007.basePlot.all,JERC_008.basePlot.all,JERC_009.basePlot.all,JERC_010.basePlot.all,JERC_011.basePlot.all,JERC_012.basePlot.all,JERC_013.basePlot.all,JERC_014.basePlot.all,JERC_015.basePlot.all,JERC_016.basePlot.all,JERC_017.basePlot.all,JERC_018.basePlot.all,JERC_019.basePlot.all,JERC_020.basePlot.all,JERC_021.basePlot.all,JERC_022.basePlot.all,JERC_023.basePlot.all,JERC_024.basePlot.all,JERC_025.basePlot.all,JERC_027.basePlot.all,JERC_028.basePlot.all,JERC_029.basePlot.all,JERC_030.basePlot.all,JERC_031.basePlot.all,JERC_032.basePlot.all,JERC_033.basePlot.all,JERC_034.basePlot.all,JERC_035.basePlot.all,JERC_036.basePlot.all,JERC_038.basePlot.all,JERC_040.basePlot.all,JERC_041.basePlot.all,JERC_042.basePlot.all,JERC_044.basePlot.all,JERC_047.basePlot.all,JERC_048.basePlot.all,JERC_049.basePlot.all,JERC_050.basePlot.all,JERC_051.basePlot.all,JERC_052.basePlot.all,JERC_053.basePlot.all,JERC_054.basePlot.all,JERC_055.basePlot.all,JERC_056.basePlot.all,JERC_057.basePlot.all,JERC_058.basePlot.all,JERC_059.basePlot.all,JERC_060.basePlot.all,JERC_061.basePlot.all,JERC_062.basePlot.all,JERC_063.basePlot.all,JERC_064.basePlot.all,JERC_065.basePlot.all,JERC_066.basePlot.all,JERC_002.tickPlot.tck,JERC_004.tickPlot.tck,JERC_005.tickPlot.tck,JERC_010.tickPlot.tck,JERC_011.tickPlot.tck,JERC_034.tickPlot.tck,JERC_030.tickPlot.tck,JERC_044.tickPlot.tck,JERC_081.tickPlot.tck,JERC_002.mammalGrid.mam,JERC_003.mammalGrid.mam,JERC_005.mammalGrid.mam,JERC_006.mammalGrid.mam,JERC_008.mammalGrid.mam,JERC_009.mammalGrid.mam,JERC_016.mammalGrid.mam,JERC_019.mammalGrid.mam,JERC_002.birdGrid.brd,JERC_003.birdGrid.brd,JERC_005.birdGrid.brd,JERC_006.birdGrid.brd,JERC_011.birdGrid.brd,JERC_013.birdGrid.brd,JERC_028.birdGrid.brd,JERC_031.birdGrid.brd,JERC_042.birdGrid.brd,JERC_069.mosquitoPoint.mos,JERC_070.mosquitoPoint.mos,JERC_071.mosquitoPoint.mos,JERC_072.mosquitoPoint.mos,JERC_073.mosquitoPoint.mos,JERC_074.mosquitoPoint.mos,JERC_075.mosquitoPoint.mos,JERC_076.mosquitoPoint.mos,JERC_077.mosquitoPoint.mos,JERC_078.mosquitoPoint.mos,JERC_079.mosquitoPoint.mos,JERC_067.phenology.phe,JERC_080.phenology.phe,JERC,SOILPL100426,SOILPL100427,SOILPL100428,SOILPL103191,SOILPL103245,MEGAPT100975,TOWER100381,HUT106240,AIRSHED,CFGLOC103161,CFGLOC103162",8/29/23,8/31/23,N,actual,,JERC.20230829.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,secondary,"Hurricane Idalia's eye came ashore in Florida's Big Bend region near Keaton Beach, Florida at 7:45 am on August 30, 2023 with sustained peak winds of 125 mph, as a hurricane category 3. At peak, the Hurricane was a category 4 hurricane. Outer bands as the eye was still in the Gulf of Mexico hit Disney Wilderness Preserve on Tuesday, august 29, afternoon and evening. The eye and strongest gusts of wind traveled north of Disney Wilderness Preserve. Highest projected gusts in Polk and Osceola county which is where the Preserve was located was around 40 mph and 2-3 inches of rain.",0000-0003-0743-8788,,20241118T124331Z,RELEASE-2025
1406,732841d6-5e07-497d-b3b3-69d0dd126af8,D06,KING,KING,KING.AOS.reach,5/7/19,6/6/19,Y,estimated,The latest start date is 2019-05-08.,KING.20190507.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,2,3,m,primary,"High water event damaged S1/S2 sensor sets from min/max start date, and sensor set were repaired on min/max end date. Quanity based on estimated staff gauge height",0000-0003-1449-7081,,20241118T120028Z,RELEASE-2025
1407,2ee01db6-4b65-4796-8c42-313ae34cc572,D06,KING,KING,KING.AOS.reach,6/6/19,7/4/19,N,estimated,The earliest end date is 2019-07-01.,KING.20190507.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,2,3,m,primary,"High water event damaged S1/S2 sensor sets from min/max start date, and sensor set were repaired on min/max end date. Quanity based on estimated staff gauge height",0000-0003-1449-7081,,20241118T082642Z,RELEASE-2025
1408,28473da6-57f5-4a03-a074-43e235f3d01e,D06,KING,KING,KING,8/29/19,9/23/19,N,,,KING.20190829.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,0,m,primary,"High water event occured on 8/29/2019, and didnt damage S1/S2 sensor sets, but device posts were damaged. Device posted repaired on 9/23/2019. S1 sensor is now in shallow deppression that is no longer in the thalweg of creek. Quantity unkown, water level increased during the night, unable to see on pheno cam.",0000-0003-1449-7081,,20241118T134744Z,RELEASE-2025
1410,217be540-8358-446d-9acc-9fe993b17239,D06,KING,KING,"KING.AOS.reach, KING.AOS.groundwater.well.008, KING.AOS.groundwater.well.007, KING.AOS.groundwater.well.006, KING.AOS.groundwater.well.005, KING.AOS.groundwater.well.004, KING.AOS.groundwater.well.003, KING.AOS.groundwater.well.002, KING.AOS.groundwater.well.001, KING.AOS.riparian.transect.10, KING.AOS.riparian.transect.09, KING.AOS.riparian.transect.08, KING.AOS.riparian.transect.07, KING.AOS.riparian.transect.06, KING.AOS.riparian.transect.05, KING.AOS.riparian.transect.04, KING.AOS.riparian.transect.03, KING.AOS.riparian.transect.02, KING.AOS.riparian.transect.01, KING.AOS.gauge, KING.AOS.discharge, KING.AOS.S2, CFGLOC101500, CFGLOC101497, CFGLOC101501, CFGLOC101503, CFGLOC101496, CFGLOC101499, CFGLOC101498, CFGLOC101502, SGAUGE103441, CFGLOC103442, CFGLOC113818, KING.AOS.gauge, S1LOC101487, CFGLOC101489, CFGLOC113815, CFGLOC101490, CFGLOC101488, S2LOC101491, CFGLOC103440, CFGLOC101493, CFGLOC113817, CFGLOC113816, CFGLOC101492, CFGLOC101494, METSTN101504, CFGLOC101505, CFGLOC101508, CFGLOC101509, CFGLOC101510, CFGLOC101507, CFGLOC101506",5/16/21,5/31/21,N,actual,"The event started on the exact date specified, but continued intermittently until the end date.",KING.20210516.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,0000-0001-7163-2310,,20241118T020529Z,RELEASE-2025
1428,c366a93d-ac90-40ca-a883-270a3d74c596,D06,KONA,KONA,KONA,2/1/19,3/3/19,Y,,,KONA.20190201.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-frostDamage,,,,,,,,,unknown,Extensive frost heaving occurred in the sensor soil plots throughout Feb and first part of March due to deeply frozen ground and periodic rainfall and melting events. Frost heaving also visible throughout other parts of the tower field as indicated by raised portions of earth separated from surrounding soil by cracks.,jflavin@battelleecology.org,,20241118T024413Z,RELEASE-2025
1429,09f97454-c133-474e-aefb-caefb793474d,D06,KONA,KONA,KONA,3/3/19,3/21/19,N,,,KONA.20190201.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-frostDamage,,,,,,,,,unknown,Extensive frost heaving occurred in the sensor soil plots throughout Feb and first part of March due to deeply frozen ground and periodic rainfall and melting events. Frost heaving also visible throughout other parts of the tower field as indicated by raised portions of earth separated from surrounding soil by cracks.,jflavin@battelleecology.org,,20241118T024413Z,RELEASE-2025
1998,533734b8-ae65-44b0-b6f8-91920cec48c5,D04,LAJA,LAJA,"LAJA_001.basePlot.all,LAJA_002.basePlot.all,LAJA_003.basePlot.all,LAJA_004.basePlot.all,LAJA_005.basePlot.all,LAJA_006.basePlot.all,LAJA_007.basePlot.all,LAJA_008.basePlot.all,LAJA_009.basePlot.all,LAJA_010.basePlot.all,LAJA_011.basePlot.all,LAJA_012.basePlot.all,LAJA_013.basePlot.all,LAJA_014.basePlot.all,LAJA_015.basePlot.all,LAJA_016.basePlot.all,LAJA_017.basePlot.all,LAJA_018.basePlot.all,LAJA_019.basePlot.all,LAJA_020.basePlot.all,LAJA_021.basePlot.all,LAJA_022.basePlot.all,LAJA_023.basePlot.all,LAJA_024.basePlot.all,LAJA_025.basePlot.all,LAJA_026.basePlot.all,LAJA_027.basePlot.all,LAJA_028.basePlot.all,LAJA_029.basePlot.all,LAJA_030.basePlot.all,LAJA_041.basePlot.all,LAJA_042.basePlot.all,LAJA_043.basePlot.all,LAJA_044.basePlot.all,LAJA_045.basePlot.all,LAJA_046.basePlot.all,LAJA_047.basePlot.all,LAJA_048.basePlot.all,LAJA_049.basePlot.all,LAJA_050.basePlot.all,LAJA_051.basePlot.all,LAJA_052.basePlot.all,LAJA_053.basePlot.all,LAJA_054.basePlot.all,LAJA_055.basePlot.all,LAJA_056.basePlot.all,LAJA_057.basePlot.all,LAJA_058.basePlot.all,LAJA_059.basePlot.all,LAJA_060.basePlot.all,LAJA_061.basePlot.all,LAJA_062.basePlot.all,LAJA_063.basePlot.all,LAJA_064.basePlot.all,LAJA_065.basePlot.all,LAJA_066.basePlot.all,LAJA_067.basePlot.all,LAJA_068.basePlot.all,LAJA_069.basePlot.all,LAJA_070.basePlot.all,LAJA_072.basePlot.all,LAJA_001.tickPlot.tck,LAJA_002.tickPlot.tck,LAJA_003.tickPlot.tck,LAJA_004.tickPlot.tck,LAJA_005.tickPlot.tck,LAJA_030.tickPlot.tck,LAJA_002.mammalGrid.mam,LAJA_003.mammalGrid.mam,LAJA_005.mammalGrid.mam,LAJA_010.mammalGrid.mam,LAJA_018.mammalGrid.mam,LAJA_023.mammalGrid.mam,LAJA_031.mosquitoPoint.mos,LAJA_032.mosquitoPoint.mos,LAJA_033.mosquitoPoint.mos,LAJA_034.mosquitoPoint.mos,LAJA_035.mosquitoPoint.mos,LAJA_036.mosquitoPoint.mos,LAJA_037.mosquitoPoint.mos,LAJA_038.mosquitoPoint.mos,LAJA_039.mosquitoPoint.mos,LAJA_040.mosquitoPoint.mos,LAJA_071.phenology.phe,LAJA,SOILPL100920,SOILPL100921,SOILPL100922,SOILPL103330,SOILPL103384,MEGAPT100979,TOWER100923,HUT107154,AIRSHED",9/19/17,9/19/17,N,actual,,LAJA.20170919.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,primary,Hurricane Maria,,,20241118T035456Z,RELEASE-2025
2098,b5df6a7d-8223-4d9f-80ff-910662260ec9,D04,LAJA,LAJA,"LAJA_001.basePlot.all,LAJA_002.basePlot.all,LAJA_003.basePlot.all,LAJA_004.basePlot.all,LAJA_005.basePlot.all,LAJA_006.basePlot.all,LAJA_007.basePlot.all,LAJA_008.basePlot.all,LAJA_009.basePlot.all,LAJA_010.basePlot.all,LAJA_011.basePlot.all,LAJA_012.basePlot.all,LAJA_013.basePlot.all,LAJA_014.basePlot.all,LAJA_015.basePlot.all,LAJA_016.basePlot.all,LAJA_017.basePlot.all,LAJA_018.basePlot.all,LAJA_019.basePlot.all,LAJA_020.basePlot.all,LAJA_021.basePlot.all,LAJA_022.basePlot.all,LAJA_023.basePlot.all,LAJA_024.basePlot.all,LAJA_025.basePlot.all,LAJA_026.basePlot.all,LAJA_027.basePlot.all,LAJA_028.basePlot.all,LAJA_029.basePlot.all,LAJA_030.basePlot.all,LAJA_041.basePlot.all,LAJA_042.basePlot.all,LAJA_043.basePlot.all,LAJA_044.basePlot.all,LAJA_045.basePlot.all,LAJA_046.basePlot.all,LAJA_047.basePlot.all,LAJA_048.basePlot.all,LAJA_049.basePlot.all,LAJA_050.basePlot.all,LAJA_051.basePlot.all,LAJA_052.basePlot.all,LAJA_053.basePlot.all,LAJA_054.basePlot.all,LAJA_055.basePlot.all,LAJA_056.basePlot.all,LAJA_057.basePlot.all,LAJA_058.basePlot.all,LAJA_059.basePlot.all,LAJA_060.basePlot.all,LAJA_061.basePlot.all,LAJA_062.basePlot.all,LAJA_063.basePlot.all,LAJA_064.basePlot.all,LAJA_065.basePlot.all,LAJA_066.basePlot.all,LAJA_067.basePlot.all,LAJA_068.basePlot.all,LAJA_069.basePlot.all,LAJA_070.basePlot.all,LAJA_072.basePlot.all,LAJA_001.tickPlot.tck,LAJA_002.tickPlot.tck,LAJA_003.tickPlot.tck,LAJA_004.tickPlot.tck,LAJA_005.tickPlot.tck,LAJA_030.tickPlot.tck,LAJA_002.mammalGrid.mam,LAJA_003.mammalGrid.mam,LAJA_005.mammalGrid.mam,LAJA_010.mammalGrid.mam,LAJA_018.mammalGrid.mam,LAJA_023.mammalGrid.mam,LAJA_031.mosquitoPoint.mos,LAJA_032.mosquitoPoint.mos,LAJA_033.mosquitoPoint.mos,LAJA_034.mosquitoPoint.mos,LAJA_035.mosquitoPoint.mos,LAJA_036.mosquitoPoint.mos,LAJA_037.mosquitoPoint.mos,LAJA_038.mosquitoPoint.mos,LAJA_039.mosquitoPoint.mos,LAJA_040.mosquitoPoint.mos,LAJA_071.phenology.phe,LAJA,SOILPL100920,SOILPL100921,SOILPL100922,SOILPL103330,SOILPL103384,MEGAPT100979,TOWER100923,HUT107154,AIRSHED",9/18/22,9/18/22,N,actual,,LAJA.20220918.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,primary,,0000-0002-4067-8225,,20241118T154609Z,RELEASE-2025
2109,f39d2d2c-1781-48b2-855e-d3cc4fd621d1,D08,LENO,LENO,"LENO_061.basePlot.all, LENO_062.basePlot.all, LENO_063.basePlot.all, LENO_064.basePlot.all, LENO_065.basePlot.all, LENO_066.basePlot.all, LENO_067.basePlot.all, LENO_068.basePlot.all, LENO_069.basePlot.all, LENO_070.basePlot.all, SOILPL102583, SOILPL102612, SOILPL102639, SOILPL102671, SOILPL102698, TOWER102535, AIRSHED",1/2/19,1/10/19,N,,,LENO.20190102.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0.5,1.5,m,primary,,lnagel@battelleecology.org,,20241118T151901Z,RELEASE-2025
2110,887d544a-49d5-4a39-b89a-70287eb00039,D08,LENO,LENO,"LENO_001.basePlot.all,LENO_002.basePlot.all,LENO_003.basePlot.all,LENO_004.basePlot.all,LENO_005.basePlot.all,LENO_006.basePlot.all,LENO_007.basePlot.all,LENO_008.basePlot.all,LENO_009.basePlot.all,LENO_010.basePlot.all,LENO_011.basePlot.all,LENO_012.basePlot.all,LENO_013.basePlot.all,LENO_014.basePlot.all,LENO_015.basePlot.all,LENO_016.basePlot.all,LENO_017.basePlot.all,LENO_018.basePlot.all,LENO_019.basePlot.all,LENO_020.basePlot.all,LENO_021.basePlot.all,LENO_022.basePlot.all,LENO_023.basePlot.all,LENO_024.basePlot.all,LENO_025.basePlot.all,LENO_026.basePlot.all,LENO_027.basePlot.all,LENO_028.basePlot.all,LENO_029.basePlot.all,LENO_030.basePlot.all,LENO_061.basePlot.all,LENO_062.basePlot.all,LENO_063.basePlot.all,LENO_064.basePlot.all,LENO_065.basePlot.all,LENO_066.basePlot.all,LENO_067.basePlot.all,LENO_068.basePlot.all,LENO_069.basePlot.all,LENO_070.basePlot.all,LENO_002.tickPlot.tck,LENO_003.tickPlot.tck,LENO_004.tickPlot.tck,LENO_015.tickPlot.tck,LENO_023.tickPlot.tck,LENO_042.tickPlot.tck,LENO_002.mammalGrid.mam,LENO_003.mammalGrid.mam,LENO_006.mammalGrid.mam,LENO_008.mammalGrid.mam,LENO_015.mammalGrid.mam,LENO_022.mammalGrid.mam,LENO_031.mammalGrid.mam,LENO_032.mosquitoPoint.mos,LENO_033.mosquitoPoint.mos,LENO_034.mosquitoPoint.mos,LENO_035.mosquitoPoint.mos,LENO_036.mosquitoPoint.mos,LENO_037.mosquitoPoint.mos,LENO_038.mosquitoPoint.mos,LENO_039.mosquitoPoint.mos,LENO_040.mosquitoPoint.mos,LENO_041.mosquitoPoint.mos,LENO_071.phenology.phe,LENO_072.phenology.phe,LENO,SOILPL102583,SOILPL102612,SOILPL102639,SOILPL102671,SOILPL102698,MEGAPT100980,TOWER102535,HUT109083,AIRSHED",2/26/19,2/27/19,N,,,LENO.20190226.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,lnagel@battelleecology.org,,20241118T031000Z,RELEASE-2025
